ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	87	-0.511296273044043	-1.64558044613733	0.00139082058414465	0.00592627711271779	0.00199621965902073	3792	tags=52%, list=20%, signal=42%	IL15RA/CBL/CSF2RA/IL2RG/IL7/CD38/CXCL1/TNF/ITGA4/MYD88/CD14/TGFB1/CSF1/IL17RA/TNFRSF1B/IRF1/FAS/IL12RB1/IL1R1/HMOX1/CD9/IL6ST/TLR2/PTPN1/CCR1/IFNGR1/PLA2G2A/MAP3K8/JUN/CSF2RB/SOCS3/PIK3R5/IL1B/IL18R1/CD44/CXCL3/CNTFR/PF4/CSF3R/IL3RA/LEPR/A2M/IL6/ACVRL1/CD36
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	74	-0.558021514968996	-1.74391712160433	0.00144508670520231	0.00592627711271779	0.00199621965902073	3296	tags=39%, list=17%, signal=33%	FDFT1/ANXA5/CPEB2/LGALS3/NIBAN1/GNAI1/PNRC1/FASN/ALCAM/JAG1/NFIL3/ACSS2/SREBF2/HMGCR/CD9/LSS/CYP51A1/IDI1/STARD4/HMGCS1/CLU/CXCL16/SCD/ATF3/PPARG/LDLR/SEMA3B/FABP5/LPL
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	54	-0.585208445439398	-1.73868305774338	0.00154083204930663	0.00592627711271779	0.00199621965902073	2997	tags=43%, list=16%, signal=36%	RHOA/TGFB1/APC/RAB31/SKI/THBS1/TJP1/LTBP2/KLF10/JUNB/WWTR1/SMAD7/ID2/CDKN1C/ID3/BMPR2/ID1/LEFTY2/ENG/PPP1R15A/SPTBN1/BMP2/SMAD6
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	161	-0.443232089061312	-1.52932882671491	0.00255427841634738	0.00912242291552636	0.00307281613996678	3552	tags=39%, list=19%, signal=32%	ROCK1/SOD2/F2R/CYLD/PEA15/CD38/PPP2R5B/LGALS3/TNF/MCL1/PLCB2/CD14/IL18/RARA/TSPO/PLPPR4/ADD1/ETF1/IRF1/CFLAR/FAS/CDKN1A/GSN/HMOX1/DPYD/SPTAN1/RHOB/CCNA1/TNFSF10/TIMP2/BCL2L2/SATB1/IGFBP6/IFNGR1/HGF/ANXA1/SMAD7/CLU/CASP1/JUN/TXNIP/IL1B/CD44/CD69/TGFB2/EGR3/CCND2/BTG2/PRF1/IL1A/EMP1/GADD45B/DCN/ATF3/NEDD9/FEZ1/TIMP3/BMP2/IL6/TGFBR3/GPX3/CAV1
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	57	0.681125048734922	2.24573839928016	0.0029940119760479	0.00998003992015968	0.00336169765731695	3920	tags=74%, list=21%, signal=59%	PLK1/MCM4/PLK4/HSPE1/HSPD1/BYSL/SORD/TFB2M/EXOSC5/GNL3/PUS1/CBX3/SRM/NOP2/TBRG4/AIMP2/IPO4/MRTO4/NOP16/DCTPP1/CDK4/NOP56/UNG/PRMT3/IMP4/WDR74/RRP12/NPM1/NOLC1/WDR43/MCM5/TCOF1/NIP7/MYBBP1A/UTP20/PA2G4/SLC29A2/MPHOSPH10/NOC4L/SUPV3L1/PES1/FARSA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	112	0.529078071921387	1.98238948107038	0.00380228136882129	0.0109649122807018	0.00369344413665743	4220	tags=48%, list=22%, signal=38%	PSAT1/SLC7A5/KDELR3/ERO1A/ALDH18A1/CKS1B/MTHFD2/ASNS/EIF4EBP1/H2AX/EXOSC5/DKC1/HYOU1/PDIA6/SLC1A4/EXOSC4/SRPRB/HSPA5/DDIT4/HSP90B1/CHAC1/TARS1/TUBB2A/XPOT/ARFGAP1/YWHAZ/SHC1/NOP56/PREB/NFYA/YIF1A/IARS1/CALR/NHP2/PAIP1/FKBP14/EIF4A3/NPM1/EXOSC1/NOLC1/LSM4/EXOSC2/BANF1/SSR1/HSPA9/DDX10/NOP14/EIF4G1/LSM1/SDAD1/FUS/SEC31A/IGFBP1/RRP9
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	149	0.45453955391873	1.75583837034602	0.00431034482758621	0.0109649122807018	0.00369344413665743	5627	tags=53%, list=30%, signal=38%	ZWINT/NME1/CCNO/TYMS/RAD51/RFC4/FEN1/NME4/CDA/POLR2H/VPS37D/PCNA/HPRT1/POLB/SAC3D1/CANT1/POLR1C/RFC5/LIG1/TMED2/NELFCD/RFC2/RFC3/ALYREF/POLR2J/SEC61A1/RAE1/RPA3/ADA/POLR2D/TARBP2/POLA2/ITPA/APRT/PRIM1/CSTF3/ERCC2/UPF3B/ARL6IP1/ADRM1/SSRP1/TAF6/IMPDH2/DGUOK/POLD1/NT5C3A/POLR2I/MPG/ZNF707/TAF12/POLR3C/NCBP2/POLR2G/AAAS/TAF9/NT5C/TAF10/NELFE/ERCC3/SUPT5H/TP53/UMPS/POLR2K/NME3/GUK1/RAD52/SNAPC4/MPC2/PNP/DDB1/BCAP31/EDF1/DAD1/POLD4/RPA2/DGCR8/GTF2H3/ERCC8/MRPL40
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	199	0.725551854583787	2.9332681161707	0.005	0.0109649122807018	0.00369344413665743	2343	tags=51%, list=12%, signal=45%	UBE2C/MYBL2/TOP2A/CDC20/TPX2/HMGB3/BIRC5/KIF2C/NEK2/AURKB/KIF4A/PLK1/CCNB2/TROAP/CENPF/CDC6/MKI67/PBK/CCNA2/CENPA/SLC7A5/NUSAP1/CDC45/CDKN3/HMMR/KIF11/NDC80/AURKA/EXO1/GINS2/EZH2/HMGA1/PRC1/PTTG1/CDK1/TTK/BUB1/RAD54L/ORC6/KPNA2/MAD2L1/KIF23/ESPL1/LMNB1/MCM2/STIL/HOXC10/JPT1/CHEK1/KIF15/CCNF/CKS1B/TACC3/CENPE/E2F2/CDC25A/PLK4/UBE2S/KNL1/MCM6/E2F3/TRAIP/H2AX/POLQ/DTYMK/RACGAP1/EGF/E2F1/DBF4/KIF22/DKC1/EFNA5/INCENP/H2BC12/CDC7/KIF20B/CKS2/DDX39A/UCK2/CHAF1A/BARD1/MCM3/CDK4/POLE/NSD2/PRIM2/STMN1/ORC5/CBX1/SNRPD1/H2AZ1/LIG3/NASP/XPO1/KPNB1/RBL1/PRMT5/POLA2/SLC7A1/BUB3/TMPO
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	199	0.60679787722711	2.45316837795333	0.005	0.0109649122807018	0.00369344413665743	3135	tags=50%, list=16%, signal=42%	B3GNT3/HS6ST2/KIF20A/SPAG4/CENPA/HMMR/GPR87/AURKA/EFNA3/KDELR3/EGLN3/DEPDC1/CDK1/IGFBP3/SLC25A10/PFKP/COL5A1/ERO1A/AK4/CLDN3/BIK/PC/TPBG/PLOD2/SRD5A3/CAPN5/ABCB6/LDHA/VCAN/GCLC/ANGPTL4/FUT8/B4GALT2/ENO1/MIOX/NT5E/CHPF/SLC16A3/ALDOA/MIF/CLDN9/GFPT1/TPI1/ARTN/GMPPA/CHPF2/IER3/GALE/FKBP4/SLC25A13/PMM2/CASP6/TFF3/HSPA5/DDIT4/PKM/ANKZF1/TGFA/PPFIA4/GOT1/PKP2/B4GALT4/SLC37A4/ELF3/PLOD1/NOL3/CTH/STMN1/P4HA1/RPE/IDH1/PSMC4/G6PD/B3GAT3/POLR3K/CHST6/MDH2/TXN/COG2/NASP/XYLT2/B4GALT7/PGK1/SDC1/BPNT1/PAXIP1/COPB2/KIF2A/RARS1/B3GAT1/HAX1/SOX9/TALDO1/ADORA2B/HDLBP/ENO2/GOT2/PPIA/FAM162A/ALG1
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	199	0.640155821382806	2.58802820002495	0.005	0.0109649122807018	0.00369344413665743	5890	tags=79%, list=31%, signal=55%	CDC20/CCNA2/CDC45/NME1/MCM4/KPNA2/MAD2L1/MCM2/TYMS/SRPK1/RFC4/PRDX4/MCM6/CCT3/LDHA/HSPE1/HSPD1/CCT5/GNL3/MCM7/ILF2/CSTF2/CBX3/SRM/CAD/PCNA/HDGF/AIMP2/HPRT1/PABPC1/MRPL9/EIF3B/SNRPA1/EPRS1/NOP16/RANBP1/CYC1/XPOT/CDK4/PSMD14/PSMB3/SNRPG/NOP56/RPS2/POLD2/APEX1/PSMC4/LSM2/PRPS2/SNRPD1/CLNS1A/H2AZ1/IARS1/PPM1G/XPO1/KPNB1/NHP2/SNRPA/CCT2/PGK1/CTPS1/HSP90AB1/BUB3/RRM1/VDAC1/SSBP1/RPLP0/RNPS1/LSM7/RAN/NPM1/NOLC1/PSMA6/PSMD3/SNRPD2/HNRNPC/MCM5/C1QBP/PABPC4/CCT7/PSMC6/TFDP1/IMPDH2/CCT4/ABCE1/PSMB2/TOMM70/PA2G4/RSL1D1/GOT2/PPIA/FBL/ORC2/PSMA1/PSMD7/ERH/TUFM/NDUFAB1/ACP1/HDAC2/TRIM28/SF3B3/SMARCC1/PRDX3/VDAC3/COX5A/SSB/NCBP2/KARS1/HNRNPA2B1/PSMD1/COPS5/SRSF1/CDK2/RPS5/VBP1/RRP9/DHX15/EEF1B2/PSMA7/RUVBL2/HNRNPU/HNRNPD/POLE3/NCBP1/RAD23B/SRSF2/UBA2/PTGES3/AP3S1/PHB2/PSMA4/RPS10/EIF2S2/PSMD8/DDX18/YWHAQ/RPL6/CANX/DEK/HNRNPA1/FAM120A/MRPS18B/TCP1/SET/RPL18/ODC1/SNRPB2/PSMA2/SERBP1/PRPF31/RACK1/EIF4A1/SNRPD3/XRCC6/RPS3/TXNL4A
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	198	0.443604277801579	1.78713812834945	0.00505050505050505	0.0109649122807018	0.00369344413665743	1775	tags=21%, list=9%, signal=19%	TOP2A/TPX2/BIRC5/ANLN/KIF2C/NEK2/KIF4A/DLGAP5/PLK1/CCNB2/CENPF/NUSAP1/KIF11/NDC80/AURKA/PRC1/CDK1/TTK/BUB1/ECT2/KIF23/ESPL1/LMNB1/KIF15/KNTC1/CENPE/RACGAP1/NET1/PIF1/KIF22/INCENP/CEP72/KIF20B/WASF1/SAC3D1/SASS6/TUBA4A/CTTN/CEP131/CD2AP/PLEKHG2/FGD6
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	200	0.749937754713225	3.02452799035727	0.00515463917525773	0.0109649122807018	0.00369344413665743	3162	tags=66%, list=17%, signal=56%	MYBL2/TOP2A/CDC20/HMGB3/BIRC5/UBE2T/RRM2/KIF2C/AURKB/KIF4A/MELK/DLGAP5/CDCA8/PLK1/CCNB2/SPAG5/TK1/MKI67/BUB1B/KIF18B/GINS1/CDKN3/HMMR/NME1/AURKA/CCNE1/ASF1B/EZH2/TRIP13/HMGA1/PTTG1/DEPDC1/CDK1/E2F8/MCM4/CDCA3/SPC24/ORC6/CDKN2A/KPNA2/MAD2L1/PAICS/ESPL1/LMNB1/MCM2/SPC25/JPT1/CHEK1/RAD51AP1/CENPM/ATAD2/TIMELESS/CKS1B/HELLS/TACC3/CENPE/MTHFD2/CDC25A/PLK4/UBE2S/PRDX4/GINS4/MCM6/DONSON/CIT/DSCC1/H2AX/RACGAP1/CHEK2/RNASEH2A/KIF22/TUBG1/MCM7/TBRG4/PCNA/BRCA1/TCF19/MXD3/PRKDC/ANP32E/CKS2/DDX39A/NCAPD2/BARD1/RANBP1/MSH2/MCM3/DCTPP1/POP7/CDK4/WDR90/LIG1/POLE/NOP56/UNG/PRIM2/STMN1/RFC2/POLD2/RFC3/HMGB2/H2AZ1/SNRPB/RPA3/NASP/SLBP/XPO1/CTPS1/PMS2/POLA2/TUBB/GINS3/TMPO/NUP107/CSE1L/RAN/AK2/NOLC1/DNMT1/PNN/SMC4/CDKN2C/MCM5/EED/BRCA2/NUP205/SSRP1/SUV39H1/LUC7L3/PA2G4/POLD1/PSMC3IP/ORC2
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	200	0.475835234930671	1.91906191920739	0.00515463917525773	0.0109649122807018	0.00369344413665743	3102	tags=42%, list=16%, signal=36%	SLC2A1/PSAT1/RRM2/PLK1/SLC7A5/AURKA/EGLN3/BUB1/MCM4/SLC7A11/ERO1A/AK4/MCM2/GAPDH/CCNF/MTHFD2/PLOD2/CDC25A/SHMT2/ASNS/LDHA/GCLC/HSPE1/PDK1/HSPD1/SRD5A1/ENO1/SORD/ALDOA/HMBS/TUBG1/SERPINH1/GPI/TPI1/SDF2L1/TRIB3/HPRT1/PSPH/SLC1A4/CCT6A/HSPA5/DDIT4/HSP90B1/DDX39A/MLLT11/EPRS1/TUBA4A/TXNRD1/GOT1/CACYBP/STIP1/SLC37A4/PSMD14/SLC9A3R1/UNG/CTH/P4HA1/DHFR/IDH1/PSMC4/YKT6/G6PD/TOMM40/EEF1E1/ATP2A2/GSR/SYTL2/PSMB5/CALR/PGK1/ATP5MC1/ELOVL6/PSMG1/UCHL5/SLC1A5/PNO1/FKBP2/TCEA1/GMPS/ABCF2/NUP205/PSMC6/SSR1/PPIA
HALLMARK_COAGULATION	HALLMARK_COAGULATION	HALLMARK_COAGULATION	138	-0.448323204837292	-1.51458804790247	0.00526315789473684	0.0109649122807018	0.00369344413665743	2507	tags=33%, list=13%, signal=29%	ANG/FYN/CRIP2/C3/RAPGEF3/F3/THBS1/GSN/FGG/CD9/LTA4H/CPQ/CTSO/CSRP1/PLEK/ANXA1/LRP1/GP9/CLU/RGN/SERPINA1/MAFF/APOA1/C2/PDGFB/LEFTY2/CTSH/HMGCS2/P2RY1/SERPING1/F8/F10/PF4/APOC1/PROS1/C1QA/TIMP3/A2M/F11/PECAM1/VWF/THBD/C8B/CFD/OLR1/CPB2
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	135	0.383765657304107	1.47030024390815	0.00836820083682008	0.0167364016736402	0.00563752477427879	2702	tags=22%, list=14%, signal=19%	KIF2C/NEK2/CCNB2/NCAPH/CDKN3/AURKA/EZH2/CDK1/TTK/BUB1/SCG5/RPL39L/YBX2/RFC4/SLC2A5/PCSK1N/DBF4/TNNI3/MAST2/GAD1/PHKG2/STRBP/TOPBP1/OAZ3/PARP2/PSMG1/IDE/PCSK4/CLGN/TALDO1
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	200	-0.401748052867458	-1.41230803207144	0.0136138613861386	0.0253994643022074	0.00855560902811198	3239	tags=36%, list=17%, signal=30%	IL15/CCL5/GZMB/TNF/DYRK3/PTPN6/CD40LG/NCR1/IL18/TGFB1/IL18RAP/CSF1/WARS1/CD247/HCLS1/CD40/KLRD1/KRT1/CD47/CCL4/INHBA/FAS/LCP2/NLRP3/IL12RB1/NCF4/NOS2/PRKCB/FLNA/CCND3/TLR3/ITGB2/HLA-DMB/HLA-DMA/JAK2/WAS/TLR2/IGSF6/CD86/IL16/B2M/CRTAM/CCR1/IFNGR1/HLA-DQA1/ICAM1/CD4/CTSS/CD74/CCL2/GPR65/PTPRC/IRF8/IL1B/ETS1/C2/SRGN/HLA-DRA/TGFB2/ITGAL/HLA-E/CCND2/APBB1/HLA-DOA/PRF1/LY86/PF4/SPI1/CFP/FGR/IL6
